Evasión,Género,Adulto Mayor,Tiene Pareja,Dependiente,Permanencia,Servicio Telefónico,Líneas Múltiples,Servicio Internet,Seguridad en Línea,Respaldo en Linea,Protección Dispositivo,Soporte Técnico,Streaming de TV,Streaming de Películas,Tipo Contrato,Facturación Electronica,Método de Pago,Cargo Mensual,Cargo Total,Cargo Diario
False,Masculino,False,False,True,62,True,True,No,False,False,False,False,False,False,Dos años,True,Cheque por correo,24.4,1413.0,0.8133333333333332
False,Femenino,False,False,False,17,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,19.55,280.85,0.6516666666666667
False,Masculino,False,False,False,54,True,True,DSL,True,False,True,True,True,True,Dos años,False,Transferencia,87.1,4735.2,2.9033333333333333
False,Masculino,False,False,False,15,True,True,No,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,26.35,378.6,0.8783333333333334
False,Masculino,False,True,True,22,True,False,Fibra óptica,True,False,False,False,False,False,Mes-a-Mes,False,Transferencia,75.0,1573.95,2.5
True,Masculino,False,False,False,12,True,True,Fibra óptica,False,False,False,False,True,False,Mes-a-Mes,True,Cheque electrónico,84.45,1059.55,2.815
True,Masculino,False,True,True,49,False,False,DSL,False,True,False,False,True,True,Un año,True,Transferencia,51.8,2541.25,1.7266666666666666
True,Femenino,False,True,False,2,False,False,DSL,False,False,False,False,True,True,Mes-a-Mes,False,Cheque electrónico,44.6,97.1,1.4866666666666668
False,Masculino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,19.45,19.45,0.6483333333333333
True,Masculino,False,True,True,24,True,True,DSL,True,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,54.75,1338.15,1.825
False,Femenino,False,True,False,53,True,True,DSL,True,True,True,False,False,True,Un año,False,Transferencia,74.1,3833.95,2.4699999999999998
False,Femenino,False,True,False,42,True,True,Fibra óptica,False,False,True,True,False,False,Mes-a-Mes,True,Tarjeta de crédito,85.9,3729.75,2.8633333333333337
False,Masculino,True,True,False,56,True,False,DSL,True,True,True,True,True,True,Dos años,True,Transferencia,85.65,4824.45,2.855
False,Masculino,False,False,False,28,False,False,DSL,False,False,False,True,False,False,Mes-a-Mes,True,Tarjeta de crédito,30.1,810.85,1.0033333333333334
False,Masculino,False,False,True,6,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,19.7,111.65,0.6566666666666666
True,Masculino,False,False,True,1,True,False,DSL,False,False,False,True,False,False,Mes-a-Mes,True,Cheque por correo,49.9,49.9,1.6633333333333333
True,Femenino,False,False,False,11,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,76.5,837.95,2.55
True,Femenino,False,True,False,37,True,True,Fibra óptica,False,False,True,False,False,False,Mes-a-Mes,True,Tarjeta de crédito,78.95,2839.65,2.631666666666667
False,Femenino,True,True,False,56,True,True,Fibra óptica,True,True,True,True,False,False,Un año,False,Cheque electrónico,95.65,5471.75,3.1883333333333335
False,Femenino,False,False,False,7,True,False,DSL,True,False,False,False,False,True,Un año,True,Cheque electrónico,59.1,369.25,1.97
True,Masculino,True,False,False,66,True,True,Fibra óptica,False,True,True,True,True,True,Un año,False,Tarjeta de crédito,110.9,7432.05,3.6966666666666668
False,Femenino,False,True,True,25,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,20.05,520.1,0.6683333333333333
False,Masculino,False,True,False,57,True,False,DSL,True,True,False,True,False,False,Dos años,True,Cheque electrónico,59.75,3450.15,1.9916666666666667
False,Femenino,False,True,True,47,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito,20.05,1016.7,0.6683333333333333
False,Femenino,False,False,True,8,False,False,DSL,True,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,38.5,330.8,1.2833333333333334
False,Masculino,True,False,False,12,False,False,DSL,False,True,False,False,False,False,Mes-a-Mes,True,Tarjeta de crédito,29.35,381.2,0.9783333333333334
False,Femenino,False,True,True,58,True,False,DSL,False,False,False,False,False,False,Un año,True,Cheque por correo,44.1,2413.05,1.47
False,Masculino,False,False,False,2,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Tarjeta de crédito,19.9,33.7,0.6633333333333333
False,Masculino,False,True,False,57,True,True,Fibra óptica,True,True,True,True,True,False,Mes-a-Mes,True,Cheque electrónico,103.05,5925.75,3.435
True,Femenino,False,False,False,7,True,False,Fibra óptica,False,False,False,False,True,False,Mes-a-Mes,True,Cheque electrónico,79.0,522.95,2.6333333333333333
False,Masculino,False,False,False,52,True,True,DSL,True,False,False,True,True,True,Dos años,True,Tarjeta de crédito,79.75,4217.8,2.658333333333333
False,Masculino,False,True,True,70,True,True,DSL,True,True,True,True,True,False,Dos años,True,Transferencia,79.25,5731.85,2.6416666666666666
True,Femenino,False,False,False,22,True,False,DSL,True,False,False,False,False,False,Mes-a-Mes,True,Tarjeta de crédito,48.8,1054.6,1.6266666666666665
True,Masculino,True,True,True,46,True,True,Fibra óptica,True,True,True,False,True,False,Mes-a-Mes,True,Cheque electrónico,100.7,4541.2,3.356666666666667
False,Masculino,False,False,True,39,True,True,Fibra óptica,False,False,False,True,True,True,Dos años,False,Cheque por correo,100.55,3895.35,3.3516666666666666
False,Femenino,False,True,True,63,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque electrónico,19.35,1263.85,0.645
False,Masculino,False,True,True,0,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.85,0.0,0.6616666666666667
False,Femenino,False,True,True,54,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia,20.35,1092.35,0.6783333333333333
False,Masculino,False,False,False,11,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,19.5,226.8,0.65
False,Masculino,False,True,False,71,True,True,DSL,True,True,True,True,False,True,Dos años,True,Cheque por correo,80.1,5585.4,2.67
False,Masculino,False,True,False,43,True,False,Fibra óptica,True,False,True,True,False,False,Un año,True,Transferencia,84.25,3539.25,2.808333333333333
True,Masculino,True,False,False,38,True,False,DSL,False,True,True,True,True,False,Un año,True,Tarjeta de crédito,70.15,2497.35,2.3383333333333334
False,Masculino,True,True,False,21,True,False,Fibra óptica,False,False,True,False,True,False,Mes-a-Mes,False,Transferencia,86.55,1857.25,2.885
True,Femenino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,69.2,69.2,2.3066666666666666
False,Masculino,False,False,False,19,True,False,Fibra óptica,False,False,False,True,False,True,Un año,True,Tarjeta de crédito,87.7,1725.95,2.9233333333333333
False,Femenino,False,False,True,51,False,False,DSL,True,False,True,True,True,True,Un año,False,Transferencia,60.15,3077.0,2.005
False,Masculino,False,True,False,59,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,False,Cheque electrónico,113.75,6561.25,3.7916666666666665
True,Masculino,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes-a-Mes,True,Cheque por correo,44.15,44.15,1.4716666666666667
False,Femenino,False,True,False,72,True,True,Fibra óptica,True,True,True,True,True,False,Dos años,True,Transferencia,103.95,7556.9,3.4650000000000003
False,Masculino,False,False,True,29,True,True,Fibra óptica,False,True,True,True,False,True,Un año,False,Tarjeta de crédito,100.55,2830.45,3.3516666666666666
False,Femenino,False,True,True,36,False,False,DSL,True,False,True,True,False,False,Dos años,False,Tarjeta de crédito,40.65,1547.35,1.355
True,Femenino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,69.6,69.6,2.32
False,Masculino,False,False,False,10,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,20.35,176.3,0.6783333333333333
True,Femenino,False,False,False,39,True,False,Fibra óptica,False,False,True,True,False,False,Dos años,True,Cheque electrónico,80.45,3201.55,2.6816666666666666
False,Femenino,True,True,False,17,True,True,Fibra óptica,False,False,False,False,True,True,Mes-a-Mes,True,Cheque electrónico,92.55,1614.7,3.085
False,Masculino,False,True,True,12,True,False,DSL,False,False,False,False,True,False,Mes-a-Mes,True,Cheque por correo,56.3,628.65,1.8766666666666665
False,Femenino,False,True,False,58,True,True,DSL,True,False,False,True,False,False,Un año,True,Transferencia,61.05,3478.75,2.0349999999999997
False,Masculino,False,True,False,57,True,False,DSL,True,False,False,True,False,False,Mes-a-Mes,False,Cheque electrónico,55.7,3171.6,1.8566666666666667
False,Femenino,False,True,True,69,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,20.15,1337.5,0.6716666666666666
False,Femenino,False,False,False,23,True,True,DSL,True,False,True,False,True,True,Un año,True,Cheque electrónico,78.55,1843.05,2.618333333333333
False,Femenino,False,False,False,33,True,False,Fibra óptica,False,True,False,True,False,False,Un año,True,Transferencia,79.95,2684.85,2.665
True,Femenino,True,False,False,3,True,False,DSL,False,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,45.0,127.1,1.5
False,Masculino,False,True,True,8,True,False,No,False,False,False,False,False,False,Un año,False,Tarjeta de crédito,19.9,153.95,0.6633333333333333
False,Masculino,False,True,True,34,True,False,Fibra óptica,False,True,True,False,True,False,Mes-a-Mes,True,Cheque electrónico,89.85,3091.75,2.9949999999999997
True,Masculino,False,True,True,14,True,False,DSL,True,True,False,False,True,False,Mes-a-Mes,True,Cheque electrónico,65.45,937.6,2.1816666666666666
False,Masculino,False,True,True,72,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia,24.3,1643.25,0.81
False,Masculino,False,True,False,71,True,False,DSL,True,False,False,True,False,False,Dos años,False,Transferencia,54.5,3778.2,1.8166666666666667
False,Masculino,False,True,True,64,True,False,DSL,True,False,True,False,True,True,Un año,True,Tarjeta de crédito,73.05,4688.65,2.435
False,Masculino,False,True,True,53,True,False,DSL,False,True,False,True,True,False,Mes-a-Mes,False,Tarjeta de crédito,65.0,3363.8,2.1666666666666665
False,Femenino,False,True,False,68,True,True,Fibra óptica,False,False,True,False,True,False,Dos años,True,Transferencia,89.95,5974.3,2.9983333333333335
True,Masculino,False,True,True,5,True,True,Fibra óptica,False,True,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,80.15,385.0,2.671666666666667
False,Masculino,True,False,False,52,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Transferencia,72.95,3829.75,2.4316666666666666
True,Masculino,False,True,False,67,True,True,Fibra óptica,False,True,True,False,True,True,Un año,False,Cheque electrónico,104.1,7040.85,3.4699999999999998
False,Femenino,False,False,False,68,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito,20.5,1424.9,0.6833333333333333
False,Femenino,False,True,True,49,True,False,DSL,False,True,True,False,True,True,Un año,False,Tarjeta de crédito,78.0,3824.2,2.6
False,Masculino,False,True,True,37,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,19.8,726.1,0.66
False,Masculino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,20.0,20.0,0.6666666666666666
True,Masculino,False,False,False,23,True,True,Fibra óptica,False,False,True,False,False,False,Mes-a-Mes,True,Cheque electrónico,81.0,1917.1,2.7
False,Masculino,False,False,False,11,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Tarjeta de crédito,20.45,237.3,0.6816666666666666
False,Femenino,False,False,False,70,True,False,No,False,False,False,False,False,False,Un año,False,Transferencia,19.7,1341.5,0.6566666666666666
False,Masculino,False,False,False,40,True,False,DSL,True,True,False,True,False,False,Mes-a-Mes,True,Cheque por correo,61.9,2647.1,2.0633333333333335
False,Femenino,False,True,False,18,True,True,Fibra óptica,False,False,False,True,True,False,Mes-a-Mes,True,Cheque electrónico,88.85,1594.75,2.9616666666666664
False,Femenino,False,True,True,69,True,True,Fibra óptica,False,True,False,True,False,True,Dos años,True,Transferencia,93.3,6398.05,3.11
False,Femenino,False,True,True,71,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia,24.7,1810.55,0.8233333333333334
False,Masculino,False,True,True,61,True,False,DSL,True,True,True,True,True,True,Un año,False,Transferencia,84.9,5264.5,2.83
False,Femenino,False,False,False,26,True,True,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,True,Transferencia,100.5,2599.95,3.35
True,Femenino,False,True,True,48,True,True,Fibra óptica,False,False,False,False,False,True,Un año,True,Cheque por correo,82.05,4029.95,2.735
False,Masculino,False,True,True,60,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,20.55,1205.05,0.685
False,Masculino,False,True,False,15,True,False,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Transferencia,68.6,1108.6,2.2866666666666666
False,Femenino,False,True,False,69,True,False,Fibra óptica,True,True,False,True,True,True,Un año,True,Tarjeta de crédito,106.4,7251.9,3.546666666666667
False,Femenino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,19.65,19.65,0.6549999999999999
True,Masculino,False,True,False,59,False,False,DSL,False,True,False,False,False,True,Mes-a-Mes,True,Transferencia,41.05,2452.7,1.3683333333333332
False,Masculino,False,True,True,54,True,True,Fibra óptica,False,True,False,True,True,True,Un año,True,Cheque electrónico,105.2,5637.85,3.506666666666667
False,Masculino,False,True,True,72,False,False,DSL,True,False,True,True,True,True,Dos años,False,Transferencia,60.95,4549.05,2.0316666666666667
False,Femenino,False,False,False,9,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Transferencia,19.5,150.35,0.65
False,Masculino,False,True,True,2,True,False,DSL,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,44.5,90.05,1.4833333333333334
False,Masculino,False,True,True,66,True,False,No,False,False,False,False,False,False,Dos años,True,Cheque por correo,19.75,1344.5,0.6583333333333333
False,Femenino,False,True,True,72,True,True,Fibra óptica,False,True,True,True,False,True,Dos años,True,Transferencia,98.65,7129.45,3.2883333333333336
True,Masculino,False,False,False,43,True,False,Fibra óptica,True,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,75.2,3198.6,2.506666666666667
False,Femenino,True,False,False,57,False,False,DSL,False,True,True,False,True,True,Mes-a-Mes,True,Cheque electrónico,55.0,3094.05,1.8333333333333333
True,Femenino,False,True,True,1,False,False,DSL,False,False,False,True,True,False,Mes-a-Mes,False,Cheque electrónico,40.1,40.1,1.3366666666666667
True,Femenino,False,True,True,32,True,True,Fibra óptica,False,False,True,False,False,True,Mes-a-Mes,True,Transferencia,91.05,2954.5,3.0349999999999997
False,Masculino,True,True,False,55,True,True,Fibra óptica,False,True,True,True,True,True,Dos años,True,Cheque electrónico,113.6,6292.7,3.7866666666666666
False,Masculino,False,True,False,51,False,False,DSL,False,True,False,False,False,False,Mes-a-Mes,True,Tarjeta de crédito,30.05,1529.45,1.0016666666666667
False,Femenino,False,True,True,6,True,False,DSL,False,False,False,True,False,False,Mes-a-Mes,True,Cheque por correo,48.8,297.35,1.6266666666666665
True,Masculino,False,True,True,8,True,False,DSL,False,False,True,False,False,False,Mes-a-Mes,True,Cheque electrónico,51.05,415.05,1.7016666666666667
False,Femenino,False,False,False,28,False,False,DSL,False,False,True,True,False,False,Mes-a-Mes,True,Cheque por correo,35.75,961.4,1.1916666666666667
False,Masculino,False,True,True,16,True,False,DSL,True,True,False,False,False,False,Un año,True,Cheque por correo,55.85,857.8,1.8616666666666668
False,Femenino,True,False,True,30,True,True,Fibra óptica,False,False,False,True,True,True,Mes-a-Mes,True,Cheque electrónico,101.3,2974.5,3.3766666666666665
False,Femenino,False,False,False,12,False,False,DSL,False,True,True,True,True,True,Un año,False,Cheque electrónico,60.65,743.3,2.0216666666666665
True,Femenino,False,False,False,60,True,True,Fibra óptica,False,True,True,False,True,True,Mes-a-Mes,True,Cheque electrónico,105.9,6396.45,3.5300000000000002
False,Masculino,False,False,False,55,True,False,DSL,False,True,False,True,False,True,Un año,True,Cheque electrónico,64.2,3627.3,2.14
False,Femenino,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,45.35,45.35,1.5116666666666667
False,Masculino,False,True,True,34,False,False,DSL,False,False,False,True,True,False,Dos años,True,Cheque electrónico,40.55,1325.85,1.3516666666666666
True,Masculino,False,False,False,15,False,False,DSL,False,False,False,True,False,False,Mes-a-Mes,True,Cheque electrónico,29.7,438.25,0.99
True,Femenino,False,False,False,2,True,False,Fibra óptica,False,False,False,False,True,False,Mes-a-Mes,True,Cheque electrónico,80.65,144.15,2.6883333333333335
False,Femenino,False,True,True,6,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,19.7,94.45,0.6566666666666666
True,Masculino,False,True,False,66,True,True,Fibra óptica,True,False,True,False,True,True,Dos años,True,Tarjeta de crédito,106.05,6981.35,3.5349999999999997
False,Masculino,False,False,True,3,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,20.85,60.65,0.6950000000000001
False,Femenino,False,True,True,72,True,True,Fibra óptica,True,True,False,False,True,False,Dos años,True,Cheque electrónico,95.1,6843.15,3.17
False,Femenino,False,False,False,10,True,False,DSL,False,False,False,True,False,True,Mes-a-Mes,True,Cheque por correo,60.95,629.55,2.0316666666666667
False,Masculino,False,True,True,43,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,24.25,1077.95,0.8083333333333333
True,Masculino,False,False,False,1,True,True,DSL,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,50.45,50.45,1.6816666666666669
False,Femenino,False,True,True,47,True,False,DSL,False,True,False,True,False,True,Dos años,False,Transferencia,63.8,3007.25,2.1266666666666665
False,Masculino,False,False,False,22,False,False,DSL,False,False,True,True,True,True,Dos años,False,Transferencia,56.75,1304.85,1.8916666666666666
True,Masculino,False,False,False,31,True,True,Fibra óptica,False,True,True,False,True,True,Un año,True,Cheque electrónico,103.45,3066.45,3.4483333333333333
False,Femenino,False,True,True,39,True,False,Fibra óptica,False,False,True,True,False,False,Mes-a-Mes,True,Transferencia,81.5,3107.3,2.716666666666667
True,Masculino,True,True,False,30,True,False,DSL,False,True,False,False,False,False,Mes-a-Mes,True,Transferencia,50.4,1527.5,1.68
False,Femenino,False,True,True,12,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Tarjeta de crédito,20.1,232.4,0.67
True,Masculino,True,True,False,10,True,True,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,86.65,856.65,2.8883333333333336
False,Masculino,True,True,False,45,True,True,DSL,True,False,True,True,False,True,Dos años,False,Tarjeta de crédito,75.15,3480.35,2.5050000000000003
True,Masculino,False,True,False,18,True,True,Fibra óptica,True,False,False,False,True,True,Mes-a-Mes,True,Cheque electrónico,99.4,1742.95,3.3133333333333335
False,Masculino,False,True,True,70,False,False,DSL,False,True,True,True,True,True,Un año,False,Cheque electrónico,60.35,4138.7,2.0116666666666667
False,Femenino,False,True,True,72,False,False,DSL,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito,65.2,4784.45,2.1733333333333333
True,Femenino,False,False,False,12,True,True,Fibra óptica,True,True,True,False,False,True,Mes-a-Mes,True,Transferencia,99.7,1238.45,3.3233333333333333
False,Femenino,False,True,True,3,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,19.3,54.7,0.6433333333333333
True,Femenino,False,False,False,4,True,True,Fibra óptica,False,True,False,False,False,False,Mes-a-Mes,False,Transferencia,77.95,305.55,2.5983333333333336
False,Masculino,False,False,False,6,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Transferencia,20.15,130.5,0.6716666666666666
False,Femenino,True,True,False,61,True,True,Fibra óptica,True,True,True,True,False,False,Mes-a-Mes,True,Tarjeta de crédito,94.2,5895.45,3.14
False,Femenino,True,True,False,42,True,True,Fibra óptica,True,False,True,False,True,True,Un año,True,Transferencia,105.2,4599.15,3.506666666666667
False,Masculino,False,False,False,1,True,False,DSL,True,False,False,False,False,False,Mes-a-Mes,True,Cheque por correo,50.75,50.75,1.6916666666666667
False,Masculino,False,False,False,45,False,False,DSL,True,False,True,True,False,False,Un año,False,Transferencia,42.3,1840.75,1.41
False,Femenino,False,False,False,8,True,False,DSL,True,False,False,True,False,True,Mes-a-Mes,False,Transferencia,66.05,574.5,2.2016666666666667
False,Femenino,False,False,False,14,True,False,DSL,False,False,False,True,True,True,Mes-a-Mes,True,Cheque electrónico,69.65,921.4,2.3216666666666668
False,Masculino,False,False,False,18,True,False,DSL,True,False,True,True,True,False,Mes-a-Mes,True,Cheque electrónico,68.35,1299.8,2.2783333333333333
False,Femenino,False,False,False,43,True,True,No,False,False,False,False,False,False,Dos años,True,Tarjeta de crédito,25.7,1188.2,0.8566666666666667
False,Masculino,False,True,False,27,True,False,DSL,True,False,False,False,False,False,Un año,False,Tarjeta de crédito,48.7,1421.75,1.6233333333333335
False,Femenino,False,False,False,18,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,74.15,1345.75,2.4716666666666667
True,Masculino,False,True,False,5,False,False,DSL,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,24.95,100.4,0.8316666666666667
False,Femenino,False,True,True,52,True,False,Fibra óptica,True,False,True,True,False,False,Mes-a-Mes,True,Transferencia,84.05,4326.8,2.8016666666666667
False,Masculino,False,True,False,3,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Transferencia,20.0,49.65,0.6666666666666666
False,Femenino,True,True,False,3,True,False,Fibra óptica,False,False,False,False,True,False,Mes-a-Mes,True,Cheque electrónico,80.4,224.05,2.68
False,Femenino,False,False,False,23,True,False,DSL,False,False,True,False,False,False,Mes-a-Mes,False,Tarjeta de crédito,49.7,1081.25,1.6566666666666667
True,Femenino,False,True,True,17,True,True,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,24.1,409.9,0.8033333333333333
False,Femenino,False,True,False,20,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,20.35,393.15,0.6783333333333333
False,Masculino,True,False,False,31,True,True,Fibra óptica,False,False,True,True,True,False,Mes-a-Mes,True,Transferencia,96.6,2877.95,3.2199999999999998
False,Femenino,False,True,False,1,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Transferencia,20.3,20.3,0.6766666666666666
False,Masculino,False,False,False,35,True,False,No,False,False,False,False,False,False,Dos años,True,Cheque por correo,20.2,684.4,0.6733333333333333
False,Femenino,False,True,True,6,False,False,DSL,False,True,True,True,False,False,Dos años,False,Cheque por correo,40.55,217.5,1.3516666666666666
True,Femenino,False,False,False,2,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,75.55,166.3,2.518333333333333
False,Masculino,False,False,False,14,True,False,No,False,False,False,False,False,False,Un año,False,Transferencia,20.4,275.7,0.6799999999999999
False,Masculino,False,False,False,63,True,True,Fibra óptica,False,True,False,False,False,True,Un año,False,Tarjeta de crédito,90.45,5825.5,3.015
False,Masculino,False,True,False,68,True,True,Fibra óptica,True,True,False,True,True,True,Mes-a-Mes,True,Cheque electrónico,107.7,7320.9,3.5900000000000003
False,Masculino,False,False,False,3,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,74.5,217.45,2.4833333333333334
False,Masculino,False,False,False,58,True,True,Fibra óptica,False,False,False,True,False,False,Mes-a-Mes,False,Transferencia,80.65,4807.35,2.6883333333333335
True,Femenino,False,False,False,19,True,False,Fibra óptica,True,False,True,True,True,True,Mes-a-Mes,True,Cheque electrónico,106.6,1934.45,3.5533333333333332
True,Femenino,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,45.8,45.8,1.5266666666666666
False,Femenino,True,True,True,24,True,False,Fibra óptica,False,False,True,False,True,True,Dos años,True,Cheque electrónico,96.55,2263.45,3.2183333333333333
True,Femenino,False,False,False,18,True,True,Fibra óptica,False,False,False,False,True,False,Mes-a-Mes,True,Cheque electrónico,85.2,1553.9,2.8400000000000003
False,Masculino,False,True,True,51,True,False,DSL,True,False,False,True,True,True,Un año,True,Transferencia,76.4,3966.3,2.546666666666667
False,Masculino,False,True,False,45,True,False,DSL,True,True,True,False,True,True,Un año,False,Transferencia,78.8,3597.5,2.6266666666666665
False,Femenino,False,True,True,61,True,True,DSL,True,True,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,59.8,3641.5,1.9933333333333332
True,Femenino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Cheque por correo,20.2,20.2,0.6733333333333333
False,Femenino,False,True,False,33,True,False,DSL,False,True,False,True,False,False,Un año,True,Tarjeta de crédito,53.75,1857.3,1.7916666666666667
True,Masculino,False,False,False,2,True,False,DSL,False,False,False,False,False,False,Mes-a-Mes,True,Tarjeta de crédito,46.0,84.5,1.5333333333333334
True,Femenino,False,True,False,8,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Transferencia,20.15,156.25,0.6716666666666666
False,Femenino,False,True,True,69,False,False,DSL,True,False,True,False,False,True,Dos años,True,Tarjeta de crédito,43.95,2960.1,1.465
False,Femenino,False,True,True,26,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito,19.65,494.9,0.6549999999999999
False,Femenino,False,False,False,23,True,False,Fibra óptica,True,False,False,False,False,False,Mes-a-Mes,True,Transferencia,75.0,1778.5,2.5
True,Masculino,False,False,False,1,False,False,DSL,False,True,False,True,False,True,Mes-a-Mes,True,Cheque por correo,44.65,44.65,1.4883333333333333
True,Femenino,False,False,False,2,True,True,Fibra óptica,False,False,False,False,True,True,Mes-a-Mes,True,Cheque electrónico,95.15,196.9,3.171666666666667
False,Masculino,True,True,False,13,True,True,Fibra óptica,True,True,False,False,False,True,Mes-a-Mes,False,Tarjeta de crédito,93.8,1261.0,3.1266666666666665
True,Femenino,False,True,True,1,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Tarjeta de crédito,20.15,20.15,0.6716666666666666
False,Femenino,False,True,False,4,False,False,DSL,True,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,29.05,129.6,0.9683333333333334
False,Masculino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Tarjeta de crédito,19.75,19.75,0.6583333333333333
True,Masculino,False,False,False,22,True,True,DSL,True,True,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,59.0,1254.7,1.9666666666666666
True,Femenino,False,False,True,2,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,19.6,35.85,0.6533333333333334
True,Masculino,False,False,False,1,False,False,DSL,False,False,False,False,False,True,Mes-a-Mes,False,Cheque electrónico,35.9,35.9,1.1966666666666665
False,Femenino,False,False,False,21,True,False,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,68.65,1493.2,2.2883333333333336
False,Masculino,True,True,False,45,True,True,Fibra óptica,False,True,True,True,True,False,Un año,True,Transferencia,98.7,4525.8,3.29
False,Femenino,False,False,False,12,True,True,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,86.55,1066.9,2.885
False,Masculino,False,True,True,72,True,True,DSL,True,True,True,False,False,False,Dos años,False,Tarjeta de crédito,64.45,4720.0,2.1483333333333334
False,Masculino,False,True,True,63,True,False,DSL,True,True,True,True,True,False,Dos años,False,Tarjeta de crédito,74.5,4674.55,2.4833333333333334
True,Femenino,False,True,False,15,True,False,Fibra óptica,False,False,True,False,True,False,Mes-a-Mes,True,Cheque electrónico,84.3,1308.4,2.81
False,Masculino,False,True,False,43,True,True,DSL,True,False,True,False,True,True,Un año,True,Cheque electrónico,80.2,3581.6,2.6733333333333333
False,Femenino,True,True,False,60,True,False,Fibra óptica,True,True,True,True,True,True,Dos años,True,Transferencia,110.0,6668.35,3.6666666666666665
